sort v2024,species_code,Clements v2024b change,text for website v2024b,category,English name,scientific name,range,order,family,extinct,extinct year,sort_v2023,de_name,es_name,ukrainian_name,ar_name
6393,sabgul3,,,subspecies,Sabine's Gull,Xema sabini woznesenskii,northeastern Siberia to Alaska,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6418,Sabinschnäbler,Gaviota de Sabine,Чайка Сабіна,نورسة سابيني
6394,sabgul4,,,subspecies,Sabine's Gull,Xema sabini sabini,northern Canada to Greenland; winters southwestern Africa and northwestern South America,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6419,Sabinschnäbler,Gaviota de Sabine,Крижень Сабіна,نورسة سابيني
6395,saugul2,,,species,Saunders's Gull,Saundersilarus saundersi,coastal eastern China; winters South Korea and southern Japan to northern Vietnam,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6420,Saundersmöwe,Gaviota de Saunders,Чайка Саундера,نورسة ساوندرز
6396,slbgul1,,,species,Slender-billed Gull,Chroicocephalus genei,Mediterranean basin to northwestern India; winters to northeastern Africa,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6421,Schlankbillige Möwe,Gaviota de pico delgado,Чорноголова мартин,نورسة رفيعة المنقار
6397,bongul,,,species,Bonaparte's Gull,Chroicocephalus philadelphia,northern North America; winters to Mexico and Greater Antilles,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6422,Bonaparte-Möwe,Gaviota de Bonaparte,Чорноголова мартин,نورسة بونابرت
6398,silgul2,,,species,Silver Gull,Chroicocephalus novaehollandiae,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6423,Silbermöwe,Gaviota plateada,Срібляста мартин,نورسة فضية
6399,silgul1,,,group (polytypic),Silver Gull (Silver),Chroicocephalus novaehollandiae novaehollandiae/forsteri,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6424,Australische Silbermöwe,Gaviota de Nueva Holanda,Чорноголова мартин,نورسة نيوهولندية
6400,silgul3,,,subspecies,Australian Silver Gull,Chroicocephalus novaehollandiae forsteri,"northern Australia, and New Caledonia including Loyalty Islands",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6425,Australische Silbermöwe,Gaviota de Nueva Holanda,Чорноголова мартин,نورسة نيوهولندية
6401,silgul4,,,subspecies,Australian Silver Gull,Chroicocephalus novaehollandiae novaehollandiae,southern Australia including Tasmania,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6426,Australische Silbermöwe,Gaviota de Nueva Holanda,Чорноголова мартин,نورسة نيوهولندا
6402,rebgul1,,,group (monotypic),Silver Gull (Red-billed),Chroicocephalus novaehollandiae scopulinus,"New Zealand including Chatham, Auckland and adjacent islands",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6427,Silbermöwe,Gaviota de cabeza negra,Чорноголова мартин,نورسة الرأس الأسود
6403,blbgul1,,,species,Black-billed Gull,Chroicocephalus bulleri,South Island (New Zealand); winters to North Island,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6428,Schwarzschnabelmöwe,Gaviota de pico negro,Чорноклюва мартин,نورسة ذات المنقار الأسود
6405,andgul1,,,species,Andean Gull,Chroicocephalus serranus,Andean lakes of Ecuador to northern Argentina and central Chile,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6430,Andenmöwe,Gaviota andina,Андійська мартин,نورس الأنديز
6406,brhgul2,,,species,Brown-hooded Gull,Chroicocephalus maculipennis,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6431,Braunhaubengull,Gaviota de capucha marrón,Чорноголова мартин,نورسة ذات غطاء بني
6407,bnhgul3,,,form,Brown-hooded Gull (White-winged),Chroicocephalus maculipennis (White-winged),,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6432,Weißflügelmöwe,Gaviota de alas blancas,Чорноголова мартин,نورسة ذات الأجنحة البيضاء
6408,bnhgul2,,,form,Brown-hooded Gull (Dark-winged),Chroicocephalus maculipennis (Dark-winged),,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6433,Schwarzflügelmöwe,Gaviota de alas oscuras,Чорнокрила мартин,نورسة ذات الأجنحة الداكنة
6409,bkhgul,,,species,Black-headed Gull,Chroicocephalus ridibundus,"northern Palearctic; winters to Africa, southern Asia, and eastern North America",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6434,Schwarzkopfmöwe,Gaviota de cabeza negra,Чорноголова мартин,نورسة ذات رأس أسود
6412,bnhgul1,,,species,Brown-headed Gull,Chroicocephalus brunnicephalus,"mountains of south-central Asia; winters to Arabia, India, and southeastern Asia",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6437,Braunkopfmöwe,Gaviota de cabeza marrón,Чорноголова мартин,نورسة ذات رأس بني
6415,grhgul,,,species,Gray-hooded Gull,Chroicocephalus cirrocephalus,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6440,Graukopfmöwe,Gaviota de capucha gris,Чорноголова мартин,نورسة ذات رأس رمادي
6416,gyhgul1,,,subspecies,Black-headed Gull,Chroicocephalus cirrocephalus cirrocephalus,Ecuador and Peru; coastal central Brazil to Argentina,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6441,Kappenmöwe,Gaviota de cabeza negra,Чорноголова мартин,نورسة ذات الرأس الأسود
6417,gyhgul2,,,subspecies,Black-headed Gull,Chroicocephalus cirrocephalus poiocephalus,coasts and rivers of sub-Saharan Africa and Madagascar,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6442,Kappenmöwe,Gaviota de cabeza negra,Чорноголова мартин,نورسة ذات الرأس الأسود
6419,hargul1,,,species,Hartlaub's Gull,Chroicocephalus hartlaubii,coastal southwestern Namibia to southwestern South Africa,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6444,Hartlaubschnäbel,Gaviota de Hartlaub,Чорноголова мартин (Hartlaub),نورسة هارتلاوب
6422,grygul,,,species,Gray Gull,Leucophaeus modestus,inland nitrate desert of Peru and Chile; ranges to Ecuador,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6446,Graugans,Gaviota gris,Сіра мартин,نورسة رمادية
6423,dolgul2,,,species,Dolphin Gull,Leucophaeus scoresbii,"coasts of southern Chile, Argentina, and Falkland Islands",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6447,Delfingull,Gaviota delfín,Дельфінова мартин,نورسة الدلفين
6424,laugul,,,species,Laughing Gull,Leucophaeus atricilla,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6448,Lachmöwe,Gaviota reidora,Сміхова мартин,نورسة ضاحكة
6425,laugul1,,,subspecies,Laughing Gull,Leucophaeus atricilla megalopterus,southeastern California to western Mexico; Maine to Central America; winters to Peru,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6449,Schwarzschwanzmöwe,Gaviota de patas negras,Чорнокрила мартин,نورسة ذات الأرجل السوداء
6426,laugul2,,,subspecies,Laughing Gull,Leucophaeus atricilla atricilla,West Indies to Trinidad; winters to northern Brazil,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6450,Schwarzkopfmöwe,Gaviota de cabeza negra,Чорноголова мартин,نورسة ذات الرأس الأسود
6428,fragul,,,species,Franklin's Gull,Leucophaeus pipixcan,west-central North America; winters Pacific coast of South America,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6452,Franklinmöwe,Gaviota de Franklin,Чорноголова мартин,نورسة فرانكلين
6431,lavgul1,,,species,Lava Gull,Leucophaeus fuliginosus,Galapagos,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6455,Lavagull,Gaviota de lava,Лавовий мартин,نورسة الحمم
6432,gbhgul2,,,species,Pallas's Gull,Ichthyaetus ichthyaetus,south-central Asia; winters Mediterranean to southeastern Asia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6456,Pallasmöwe,Gaviota de Pallas,Чайка Палласа,نورسة بالاس
6433,relgul2,,,species,Relict Gull,Ichthyaetus relictus,"breeds from Kazakhstan eastward to Mongolia and northern China; winters in eastern Asia, primarily near the East China Sea",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6457,Reliktmöwe,Gaviota relicto,Реліктова мартин,نورسة رليكت
6434,audgul1,,,species,Audouin's Gull,Ichthyaetus audouinii,Mediterranean basin; winters to Senegambia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6458,Audouinsmöwe,Gaviota de Audouin,Чайка Аудуена,نورسة أودوين
6435,medgul1,,,species,Mediterranean Gull,Ichthyaetus melanocephalus,North Sea to Mediterranean and Black Sea; winters to northern Africa,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6459,Mittelmeermöwe,Gaviota de Audouin,Чорноголова мартин,نورسة البحر الأبيض المتوسط
6438,soogul2,,,species,Sooty Gull,Ichthyaetus hemprichii,Red Sea and Persian Gulf area to southern Pakistan and northern Kenya,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6462,Schattenmöwe,Gaviota sombría,Чорна мартинка,نورسة رمادية
6439,whegul2,,,species,White-eyed Gull,Ichthyaetus leucophthalmus,Red Sea and Gulf of Aqaba to Gulf of Aden,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6463,Weißaugengull,Gaviota de ojos blancos,Чорноголовий мартин,نورسة ذات العيون البيضاء
6440,pacgul1,,,species,Pacific Gull,Larus pacificus,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6464,Pazifische Möwe,Gaviota del Pacífico,Тихоокеанський мартин,نورسة المحيط الهادئ
6441,pacgul2,,,subspecies,Pacific Gull,Larus pacificus georgii,coastal Western Australia to South Australia and Kangaroo Island,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6465,Sturmmöwe,Gaviota del Pacífico,Чорноморська мартин,نورسة المحيط الهادئ
6442,pacgul3,,,subspecies,Pacific Gull,Larus pacificus pacificus,southeastern Australia (Victoria) and Tasmania; casual to Queensland,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6466,Sturmmöwe,Gaviota del Pacífico,Тихоокеанська мартин,نورسة المحيط الهادئ
6443,belgul,,,species,Belcher's Gull,Larus belcheri,Humboldt Current of Peru and Chile; disperses to Ecuador,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6467,Belchersmöwe,Gaviota de Belcher,Чайка Белчера,نورسة بلشر
6444,bktgul,,,species,Black-tailed Gull,Larus crassirostris,"coastal Siberia, Kuril Islands, Korea, China, and Japan",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6468,Schwarzschwanzmöwe,Gaviota de patas negras,Чорнобока мартин,نورسة ذات الذيل الأسود
6445,olrgul1,,,species,Olrog's Gull,Larus atlanticus,Atlantic coast of northeastern Argentina; winters north to Uruguay,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6469,Olrogmöwe,Gaviota de Olrog,Чайка Ольрога,نورسة أولروغ
6446,heegul,,,species,Heermann's Gull,Larus heermanni,coastal western Mexico; winters British Columbia to Guatemala,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6470,Heermanns Möwe,Gaviota de Heermann,Чайка Хірмана,نورسة هيرمان
6447,mewgul,,,species,Common Gull,Larus canus,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6471,Möwe,Gaviota común,Чорноголова мартин,نورس شائع
6448,comgul1,,,group (monotypic),Common Gull (European),Larus canus canus,Iceland and British Isles to White Sea; winters to northern Africa,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6472,Graureiher,Gaviota cana,Чорноголова мартин,نورسة رمادية
6449,mewgul3,,,group (monotypic),Common Gull (Russian),Larus canus heinei,western Russia to Siberia; winters to Black Sea and Caspian Sea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6473,Graugans,Gaviota cana,Чорноголова мартин,نورسة رمادية
6450,kamgul1,,,group (monotypic),Common Gull (Kamchatka),Larus canus kamtschatschensis,northeastern Siberia; winters southeastern Asia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6474,Möwe,Gaviota cana,Чорноголова мартин,نورسة رمادية
6453,mewgul2,,,species,Short-billed Gull,Larus brachyrhynchus,Alaska to British Columbia and Saskatchewan; winters to California,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6477,Kurzschnabelmöwe,Gaviota de pico corto,Червоногруда мартин,نورسة قصيرة المنقار
6455,ribgul,,,species,Ring-billed Gull,Larus delawarensis,"North America; winters to southern Mexico, Bahamas, and Greater Antilles",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6479,Ringmöwe,Gaviota de Delaware,Чорноголова мартин,نورس حلقي المنقار
6460,yefgul,,,species,Yellow-footed Gull,Larus livens,islands in Gulf of California; ranges north to Salton Sea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6484,Gelbfußmöwe,Gaviota de patas amarillas,Жовтоногий мартин,نورسة ذات أرجل صفراء
6461,wesgul,,,species,Western Gull,Larus occidentalis,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6485,Westmöwe,Gaviota occidental,Західна мартин,نورس غربي
6462,wesgul1,,,subspecies,Western Gull,Larus occidentalis occidentalis,Pacific coast of British Columbia to central California,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6486,Westliche Möwe,Gaviota occidental,Чорноголова мартин,نورسة غربية
6463,wesgul2,,,subspecies,Western Gull,Larus occidentalis wymani,central California (Monterey Bay) to southern Baja California,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6487,Westliche Möwe,Gaviota occidental,Морська чайка західна,نورس غربي
6465,casgul2,,,species,Caspian Gull,Larus cachinnans,Black Sea to Kazakhstan; winters to southern Asia and northeastern Africa,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6489,Kaspische Möwe,Gaviota cáspica,Каспійський мартин,نورس قزويني
6466,kelgul,,,species,Kelp Gull,Larus dominicanus,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6490,Kelp-Gull,Gaviota de los Kelp,Кепська мартин,نورس الطحالب
6467,kelgul3,,,group (monotypic),Kelp Gull (dominicanus),Larus dominicanus dominicanus,"coastal southern South America, Falklands, South Georgia, Australia, and New Zealand",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6491,Dominikanische Möwe,Gaviota Dominicana,Домініканський мартин,نورسة الدومينيكان
6468,kelgul2,,,group (monotypic),Kelp Gull (austrinus),Larus dominicanus austrinus,Antarctica and Antarctic islands,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6492,Möwe,Gaviota,Чайка,نورس
6469,kelgul4,,,group (monotypic),Kelp Gull (judithae),Larus dominicanus judithae,subantarctic Indian Ocean islands,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6493,Möwe,Gaviota,Чайка,نورس
